City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,alofi,-19.0595,-169.9187,73.29,73,96,9.22,NU,1689867513
365,ciudad lazaro cardenas,17.9583,-102.2,83.88,74,99,4.0,MX,1689867513
366,markala,13.7021,-6.0659,98.42,34,89,11.63,ML,1689867513
367,palafrugell,41.9174,3.1631,86.76,40,0,8.99,ES,1689867513
368,ocos,14.5094,-92.1933,87.98,74,10,4.12,GT,1689867513
369,rikaze,29.25,88.8833,64.0,48,49,1.41,CN,1689867514
370,acaponeta,22.4964,-105.3594,90.86,59,20,2.19,MX,1689867514
371,dalandzadgad,43.5708,104.425,60.1,74,100,10.16,MN,1689867514
372,kingscliff,-28.2667,153.5667,49.8,87,0,4.61,AU,1689867514
373,beitbridge,-22.2167,30.0,62.56,66,91,21.43,ZW,1689867514
374,port blair,11.6667,92.75,82.44,89,75,12.66,IN,1689867514
375,bamboo flat,11.7,92.7167,82.49,89,75,12.66,IN,1689867514
376,ancud,-41.8697,-73.8203,52.84,90,89,20.74,CL,1689867514
377,durres,41.3231,19.4414,95.18,51,1,2.8,AL,1689867515
378,ushtobe,45.2514,77.9838,81.73,26,1,5.03,KZ,1689867515
379,port alfred,-33.5906,26.891,53.19,64,63,1.01,ZA,1689867375
380,east london,-33.0153,27.9116,54.54,66,75,4.61,ZA,1689867368
381,road town,18.4167,-64.6167,87.89,66,20,8.05,VG,1689867515
382,north bend,43.4065,-124.2243,63.27,94,100,0.0,US,1689867515
383,kununurra,-15.7667,128.7333,60.78,77,41,0.0,AU,1689867515
384,san antonio,29.4241,-98.4936,89.38,70,40,10.36,US,1689867336
385,acapulco de juarez,16.8634,-99.8901,85.82,70,75,2.3,MX,1689867446
386,santa terezinha,-29.9002,-50.0904,62.22,81,100,15.21,BR,1689867516
387,celestun,20.8667,-90.4,86.74,64,88,3.98,MX,1689867516
388,shenkursk,62.1091,42.896,65.55,94,100,5.86,RU,1689867516
389,sur,22.5667,59.5289,91.11,59,98,3.53,OM,1689867359
390,kavaratti,10.5669,72.642,82.69,82,100,18.41,IN,1689867516
391,taroa,8.7058,171.2275,83.34,81,100,17.6,MH,1689867516
392,jining,35.405,116.5814,76.12,92,56,8.48,CN,1689867516
393,severnoye,56.3491,78.3619,62.46,97,77,5.48,RU,1689867516
394,argo,37.6333,22.7333,94.78,27,0,4.56,GR,1689867516
395,broome,42.2506,-75.833,82.35,52,0,3.44,US,1689867517
396,lulea,65.5842,22.1547,60.87,77,100,5.75,SE,1689867517
397,cankaya,39.9179,32.8627,90.66,22,0,6.91,TR,1689867517
398,prado,-17.3411,-39.2208,74.37,80,87,6.73,BR,1689867517
399,seminole,28.7086,-81.2081,94.28,69,0,5.75,US,1689867517
400,christchurch,-43.5333,172.6333,42.91,72,100,4.61,NZ,1689867445
401,sao tome,0.3365,6.7273,82.44,78,75,16.11,ST,1689867517
402,ayr,55.4627,-4.6339,64.31,72,40,11.5,GB,1689867517
403,sorong,-0.8833,131.25,78.89,85,37,10.49,ID,1689867517
404,birjand,32.8663,59.2211,90.07,12,0,13.8,IR,1689867517
405,lucapa,-8.4192,20.7447,87.31,18,39,1.68,AO,1689867518
406,dhone,15.4167,77.8833,77.23,76,100,21.65,IN,1689867518
407,bathsheba,13.2167,-59.5167,86.61,79,75,19.57,BB,1689867518
408,cam ranh,11.9214,109.1591,84.16,79,20,3.44,VN,1689867518
409,mont-dore,-22.2833,166.5833,70.0,99,33,6.46,NC,1689867518
410,new norfolk,-42.7826,147.0587,44.71,97,65,2.98,AU,1689867518
411,dompu,-8.5356,118.4622,70.54,94,26,1.99,ID,1689867518
412,taoudenni,22.6783,-3.9836,117.23,5,0,11.03,ML,1689867523
413,north platte,41.1239,-100.7654,72.12,64,0,10.36,US,1689867231
414,humahuaca,-23.2054,-65.3505,65.91,11,100,4.25,AR,1689867524
415,ambon,-3.6954,128.1814,79.88,95,50,12.17,ID,1689867524
416,meadow lake,34.8014,-106.5436,89.78,31,14,5.06,US,1689867524
417,darwin,-12.4611,130.8418,73.38,83,10,5.75,AU,1689867524
418,cogealac,44.55,28.5667,91.44,43,42,11.5,RO,1689867524
419,happy valley-goose bay,53.3168,-60.3315,71.91,49,75,8.05,CA,1689867458
420,salida,37.7058,-121.0849,82.35,60,0,6.91,US,1689867529
421,mount gambier,-37.8333,140.7667,42.94,83,26,5.35,AU,1689867529
422,howrah,22.5892,88.3103,86.0,79,40,10.36,IN,1689867530
423,isabela,6.7085,121.9711,78.85,85,72,3.65,PH,1689867530
424,ola,59.5833,151.2833,55.29,89,52,1.86,RU,1689867530
425,los barrios,36.1848,-5.4921,87.64,29,0,23.02,ES,1689867530
426,holualoa,19.6228,-155.9522,75.04,92,75,8.05,US,1689867530
427,el nido,11.1858,119.3956,81.34,79,100,4.85,PH,1689867530
428,puerto deseado,-47.7503,-65.8938,48.45,70,100,15.79,AR,1689867530
429,sumbawa besar,-8.5,117.4333,67.51,92,2,5.66,ID,1689867530
430,vadstena,58.4486,14.8897,69.33,48,86,14.5,SE,1689867531
431,onega,63.9061,38.1404,57.24,97,92,11.21,RU,1689867531
432,moires,35.0532,24.8744,89.76,54,0,5.01,GR,1689867531
433,la ronge,55.1001,-105.2842,66.42,77,75,5.75,CA,1689867531
434,boende,-0.2167,20.8667,88.75,42,97,0.49,CD,1689867531
435,salinopolis,-0.6136,-47.3561,84.52,68,0,10.02,BR,1689867531
436,fisterra,42.9049,-9.2629,73.74,82,0,12.01,ES,1689867531
437,primero de mayo,-32.2552,-58.4228,58.55,69,100,8.46,AR,1689867531
438,kostanay,53.1667,63.5833,73.69,68,40,6.71,KZ,1689867531
439,melekeok village,7.4957,134.6367,81.16,89,75,11.5,PW,1689867532
440,boguchany,58.3814,97.4531,64.45,54,3,3.44,RU,1689867532
441,dongola,19.1667,30.4833,109.56,7,57,5.95,SD,1689867532
442,rio gallegos,-51.6226,-69.2181,35.65,75,0,1.14,AR,1689867284
443,leava,-14.3,-178.1667,81.27,81,86,12.3,WF,1689867254
444,shalqar,47.8333,59.6,80.64,37,55,12.5,KZ,1689867532
445,nagykata,47.4151,19.7441,87.67,38,5,14.03,HU,1689867532
446,lijiang,26.8688,100.2207,59.85,97,99,2.17,CN,1689867532
447,opuwo,-18.0607,13.84,76.53,9,0,2.77,NA,1689867469
448,yoichi,43.2039,140.7703,66.85,89,9,4.32,JP,1689867533
449,scottsboro,34.6723,-86.0341,89.78,84,57,9.66,US,1689867533
450,okhotsk,59.3833,143.3,53.89,93,56,4.14,RU,1689867533
451,broken hill,-31.95,141.4333,50.31,67,98,15.28,AU,1689867255
452,bamyan,34.75,67.25,58.73,52,6,14.92,AF,1689867533
453,poso,-1.3959,120.7524,76.75,89,61,4.61,ID,1689867533
454,mitu,1.1983,-70.1733,80.89,84,16,0.4,CO,1689867533
455,gorontalo,0.5412,123.0595,75.06,94,24,2.95,ID,1689867533
456,geraldton,-28.7667,114.6,43.21,93,0,6.91,AU,1689867440
457,chui,-33.6971,-53.4616,60.33,75,100,12.03,UY,1689867534
458,san juan de miraflores,-12.1629,-76.9635,70.32,71,63,8.3,PE,1689867534
459,tazacorte,28.629,-17.9293,77.97,65,75,16.11,ES,1689867534
460,siniscola,40.5719,9.6922,99.95,40,8,5.5,IT,1689867534
461,dunedin,-45.8742,170.5036,45.81,51,50,8.99,NZ,1689867419
462,ryotsu-minato,38.0833,138.4333,70.86,87,11,3.51,JP,1689867534
463,port augusta,-32.5,137.7667,46.71,70,4,6.98,AU,1689867534
464,kone,-21.0595,164.8658,59.52,83,66,3.74,NC,1689867534
465,mezohegyes,46.3167,20.8167,90.07,32,7,11.54,HU,1689867535
466,salalah,17.0151,54.0924,78.89,94,100,8.05,OM,1689867535
467,qarah bagh,34.9402,61.7759,84.45,23,0,21.16,AF,1689867535
468,palangkaraya,-2.2,113.8333,74.37,98,99,3.27,ID,1689867535
469,antsiranana,-12.2787,49.2917,79.56,69,20,6.91,MG,1689867535
470,dolinsk,47.35,142.8,60.42,92,54,4.83,RU,1689867535
471,soio,-6.1349,12.3689,73.72,71,6,8.93,AO,1689867535
472,pingliang,35.5392,106.6861,72.57,43,96,7.16,CN,1689867535
473,salekhard,66.53,66.6019,67.46,85,98,10.87,RU,1689867535
474,grand falls-windsor,48.9332,-55.6649,71.13,86,100,7.54,CA,1689867264
475,gadzhiyevo,69.2551,33.3362,50.36,88,100,20.87,RU,1689867536
476,ebon,4.582,168.6964,82.06,80,100,14.97,MH,1689867408
477,naxos,37.1056,25.3764,93.38,47,0,11.01,GR,1689867536
478,port pirie,-33.1833,138.0167,47.16,83,8,4.43,AU,1689867536
479,mata-utu,-13.2816,-176.1745,80.91,82,70,10.16,WF,1689867536
480,peace river,56.2501,-117.286,64.71,77,75,3.44,CA,1689867536
481,nikki,9.9401,3.2108,83.16,68,47,5.99,BJ,1689867536
482,midvagur,62.0511,-7.1939,49.03,93,100,12.66,FO,1689867394
483,ramganj mandi,24.65,75.9333,90.64,56,100,4.52,IN,1689867536
484,myeik,12.4333,98.6,75.94,90,100,4.81,MM,1689867537
485,miyaly,48.8844,53.7836,79.18,31,46,10.87,KZ,1689867537
486,cole harbour,44.6724,-63.4751,76.39,94,75,8.05,CA,1689867537
487,benghazi,32.1167,20.0667,85.33,67,0,12.17,LY,1689867537
488,santa ana,33.7456,-117.8678,89.26,72,20,4.61,US,1689867491
489,kailua-kona,19.6406,-155.9956,78.76,92,75,8.05,US,1689867407
490,ivdel',60.6911,60.4206,65.1,91,67,3.42,RU,1689867537
491,goure,13.9835,10.2704,99.25,26,76,11.54,NE,1689867537
492,effium,6.6292,8.0593,81.05,84,95,8.01,NG,1689867537
493,teluk nibung,3.001,99.8164,76.26,93,100,6.49,ID,1689867537
494,mount pearl,47.5166,-52.7813,83.44,76,75,18.41,CA,1689867538
495,calama,-22.4667,-68.9333,73.89,6,0,14.97,CL,1689867538
496,cedartown,34.0537,-85.255,91.63,78,55,9.24,US,1689867538
497,cabedelo,-6.9811,-34.8339,83.07,68,54,20.54,BR,1689867538
498,puerto francisco de orellana,-0.4667,-76.9667,75.25,94,75,3.44,EC,1689867538
499,sidrolandia,-20.9319,-54.9614,83.71,38,0,11.74,BR,1689867538
500,sisimiut,66.9395,-53.6735,54.18,79,95,0.38,GL,1689867538
501,alappuzha,9.49,76.3264,79.3,88,88,11.81,IN,1689867251
502,plastun,44.7561,136.2939,62.85,85,48,3.38,RU,1689867539
503,chegdomyn,51.1167,133.0167,67.62,84,97,2.62,RU,1689867539
504,eufaula,31.8913,-85.1455,90.14,64,0,5.75,US,1689867421
505,saynshand,44.8824,110.1163,70.18,60,100,21.97,MN,1689867539
506,san pedro pochutla,15.7333,-96.4667,92.71,50,4,4.05,MX,1689867539
507,nguti,5.3299,9.4185,77.83,90,97,3.42,CM,1689867539
508,freire,-38.95,-72.6333,55.2,88,100,9.22,CL,1689867539
509,korla,41.7597,86.1469,91.92,19,14,11.16,CN,1689867539
510,pimentel,-6.8367,-79.9342,75.49,73,40,10.36,PE,1689867539
511,kenai,60.5544,-151.2583,55.15,98,100,3.44,US,1689867540
512,kargil,34.5667,76.1,64.74,56,97,3.6,IN,1689867540
513,egersund,58.4513,5.9997,58.37,88,97,13.09,NO,1689867540
514,klaksvik,62.2266,-6.589,49.12,93,100,19.75,FO,1689867540
515,kirakira,-10.4544,161.9205,79.16,88,100,4.25,SB,1689867367
516,bandundu,-3.3167,17.3667,95.81,24,6,1.79,CD,1689867540
517,miyako,39.6367,141.9525,66.07,94,88,1.43,JP,1689867540
518,tomatlan,19.9333,-105.25,89.96,57,97,0.45,MX,1689867540
519,huayacocotla,20.55,-98.4833,68.11,51,13,5.59,MX,1689867541
520,pionerskiy,54.9508,20.2275,68.76,55,39,15.26,RU,1689867541
521,ati,13.2154,18.3353,90.45,38,93,9.15,TD,1689867541
522,khasab,26.1799,56.2477,95.32,64,100,2.37,OM,1689867541
523,barwadih,23.8333,84.1167,83.32,72,29,6.71,IN,1689867541
524,paracale,14.2804,122.7881,78.94,91,100,5.82,PH,1689867542
525,yaren,-0.5472,166.916,81.16,80,98,12.57,NR,1689867542
526,zakynthos,37.7914,20.8953,97.92,44,0,2.3,GR,1689867542
527,jianshui,23.6363,102.8264,67.1,95,73,1.68,CN,1689867542
528,lensk,60.7253,114.9278,59.7,93,63,5.61,RU,1689867542
529,hadibu,12.65,54.0333,77.43,79,100,17.11,YE,1689867542
530,batouri,4.4333,14.3667,79.79,75,64,2.15,CM,1689867542
531,termas de rio hondo,-27.4998,-64.8604,61.5,49,6,5.17,AR,1689867543
532,bekalta,35.6174,10.9947,96.82,48,0,11.1,TN,1689867543
533,codrington,-38.2667,141.9667,45.37,78,43,10.18,AU,1689867543
534,karatau,43.1667,70.4667,83.53,23,0,8.43,KZ,1689867543
535,port macquarie,-31.4333,152.9167,39.88,51,0,6.26,AU,1689867543
536,gaspe,48.8334,-64.4819,70.02,73,40,11.5,CA,1689867459
537,balykshi,47.0667,51.8667,84.2,58,40,17.9,KZ,1689867543
538,i-n-salah,27.1935,2.4607,111.99,6,0,21.47,DZ,1689867544
539,fale old settlement,-9.3852,-171.2468,82.94,77,27,12.8,TK,1689867544
540,nabire,-3.3667,135.4833,76.28,91,100,2.59,ID,1689867544
541,pont rouge,48.8833,-72.0825,66.49,56,91,3.15,CA,1689867544
